ID	at.ID	Term	Ontology
GO:0032637	GO:0072606	interleukin-8 production	BP
GO:0032638	GO:0042229	interleukin-9 production	BP
GO:0032638	GO:0072607	interleukin-9 production	BP
GO:0032639	GO:0045553	TRAIL production	BP
GO:0032640	GO:0042533	tumor necrosis factor production	BP
GO:0032640	GO:1990774	tumor necrosis factor production	BP
GO:0032641	GO:0042109	lymphotoxin A production	BP
GO:0032642	GO:0045073	regulation of chemokine production	BP
GO:0032642	GO:0090196	regulation of chemokine production	BP
GO:0032643	GO:0045420	regulation of connective tissue growth factor production	BP
GO:0032644	GO:0050752	regulation of fractalkine production	BP
GO:0032645	GO:0045423	regulation of granulocyte macrophage colony-stimulating factor production	BP
GO:0032646	GO:0048176	regulation of hepatocyte growth factor production	BP
GO:0032647	GO:0045354	regulation of interferon-alpha production	BP
GO:0032647	GO:1902739	regulation of interferon-alpha production	BP
GO:0032648	GO:0035547	regulation of interferon-beta production	BP
GO:0032648	GO:0045357	regulation of interferon-beta production	BP
GO:0032649	GO:0045072	regulation of type II interferon production	BP
GO:0032649	GO:1902713	regulation of type II interferon production	BP
GO:0032650	GO:0050705	regulation of interleukin-1 alpha production	BP
GO:0032650	GO:0050721	regulation of interleukin-1 alpha production	BP
GO:0032651	GO:0050706	regulation of interleukin-1 beta production	BP
GO:0032651	GO:0050722	regulation of interleukin-1 beta production	BP
GO:0032652	GO:0045360	regulation of interleukin-1 production	BP
GO:0032652	GO:0050704	regulation of interleukin-1 production	BP
GO:0032653	GO:0045074	regulation of interleukin-10 production	BP
GO:0032653	GO:2001179	regulation of interleukin-10 production	BP
GO:0032654	GO:0045363	regulation of interleukin-11 production	BP
GO:0032654	GO:0150169	regulation of interleukin-11 production	BP
GO:0032655	GO:0045075	regulation of interleukin-12 production	BP
GO:0032655	GO:2001182	regulation of interleukin-12 production	BP
GO:0032656	GO:0045366	regulation of interleukin-13 production	BP
GO:0032656	GO:2000665	regulation of interleukin-13 production	BP
GO:0032658	GO:0045372	regulation of interleukin-15 production	BP
GO:0032659	GO:0045375	regulation of interleukin-16 production	BP
GO:0032660	GO:0045378	regulation of interleukin-17 production	BP
GO:0032660	GO:1905076	regulation of interleukin-17 production	BP
GO:0032661	GO:0045381	regulation of interleukin-18 production	BP
GO:0032661	GO:0150120	regulation of interleukin-18 production	BP
GO:0032662	GO:0045384	regulation of interleukin-19 production	BP
GO:0032663	GO:0045076	regulation of interleukin-2 production	BP
GO:0032663	GO:1900040	regulation of interleukin-2 production	BP
GO:0032664	GO:0045387	regulation of interleukin-20 production	BP
GO:0032665	GO:0045390	regulation of interleukin-21 production	BP
GO:0032666	GO:0045393	regulation of interleukin-22 production	BP
GO:0032667	GO:0045396	regulation of interleukin-23 production	BP
GO:0032668	GO:0045528	regulation of interleukin-24 production	BP
GO:0032669	GO:0045529	regulation of interleukin-25 production	BP
GO:0032669	GO:0150148	regulation of interleukin-25 production	BP
GO:0032670	GO:0045530	regulation of interleukin-26 production	BP
GO:0032671	GO:0045531	regulation of interleukin-27 production	BP
GO:0032672	GO:0045399	regulation of interleukin-3 production	BP
GO:0032673	GO:0045402	regulation of interleukin-4 production	BP
GO:0032673	GO:0150133	regulation of interleukin-4 production	BP
GO:0032674	GO:0045405	regulation of interleukin-5 production	BP
GO:0032674	GO:2000662	regulation of interleukin-5 production	BP
GO:0032675	GO:0045408	regulation of interleukin-6 production	BP
GO:0032676	GO:0045411	regulation of interleukin-7 production	BP
GO:0032676	GO:0150112	regulation of interleukin-7 production	BP
GO:0032677	GO:0045414	regulation of interleukin-8 production	BP
GO:0032677	GO:2000482	regulation of interleukin-8 production	BP
GO:0032678	GO:0045417	regulation of interleukin-9 production	BP
GO:0032679	GO:0045554	regulation of TRAIL production	BP
GO:0032680	GO:0042534	regulation of tumor necrosis factor production	BP
GO:0032680	GO:1904467	regulation of tumor necrosis factor production	BP
GO:0032681	GO:0043016	regulation of lymphotoxin A production	BP
GO:0032682	GO:0045079	negative regulation of chemokine production	BP
GO:0032682	GO:0090198	negative regulation of chemokine production	BP
GO:0032683	GO:0045421	negative regulation of connective tissue growth factor production	BP
GO:0032684	GO:0050753	negative regulation of fractalkine production	BP
GO:0032685	GO:0045424	negative regulation of granulocyte macrophage colony-stimulating factor production	BP
GO:0032686	GO:0048178	negative regulation of hepatocyte growth factor production	BP
GO:0032687	GO:0045355	negative regulation of interferon-alpha production	BP
GO:0032687	GO:1902740	negative regulation of interferon-alpha production	BP
GO:0032688	GO:0035548	negative regulation of interferon-beta production	BP
GO:0032688	GO:0045358	negative regulation of interferon-beta production	BP
GO:0032689	GO:0045077	negative regulation of type II interferon production	BP
GO:0032689	GO:1902714	negative regulation of type II interferon production	BP
GO:0032690	GO:0050712	negative regulation of interleukin-1 alpha production	BP
GO:0032690	GO:0050723	negative regulation of interleukin-1 alpha production	BP
GO:0032691	GO:0050713	negative regulation of interleukin-1 beta production	BP
GO:0032691	GO:0050724	negative regulation of interleukin-1 beta production	BP
GO:0032692	GO:0045361	negative regulation of interleukin-1 production	BP
GO:0032692	GO:0050711	negative regulation of interleukin-1 production	BP
GO:0032693	GO:0045081	negative regulation of interleukin-10 production	BP
GO:0032693	GO:2001180	negative regulation of interleukin-10 production	BP
GO:0032694	GO:0045364	negative regulation of interleukin-11 production	BP
GO:0032694	GO:0150170	negative regulation of interleukin-11 production	BP
GO:0032695	GO:0045083	negative regulation of interleukin-12 production	BP
GO:0032695	GO:2001183	negative regulation of interleukin-12 production	BP
GO:0032696	GO:0045367	negative regulation of interleukin-13 production	BP
GO:0032696	GO:2000666	negative regulation of interleukin-13 production	BP
GO:0032698	GO:0045373	negative regulation of interleukin-15 production	BP
GO:0032699	GO:0045376	negative regulation of interleukin-16 production	BP
GO:0032700	GO:0045379	negative regulation of interleukin-17 production	BP
GO:0032700	GO:1905077	negative regulation of interleukin-17 production	BP
GO:0032701	GO:0045382	negative regulation of interleukin-18 production	BP
GO:0032701	GO:0150121	negative regulation of interleukin-18 production	BP
GO:0032702	GO:0045385	negative regulation of interleukin-19 production	BP
GO:0032703	GO:0045085	negative regulation of interleukin-2 production	BP
GO:0032703	GO:1900041	negative regulation of interleukin-2 production	BP
GO:0032704	GO:0045388	negative regulation of interleukin-20 production	BP
GO:0032705	GO:0045391	negative regulation of interleukin-21 production	BP
GO:0032706	GO:0045394	negative regulation of interleukin-22 production	BP
GO:0032707	GO:0045397	negative regulation of interleukin-23 production	BP
GO:0032708	GO:0045532	negative regulation of interleukin-24 production	BP
GO:0032709	GO:0045533	negative regulation of interleukin-25 production	BP
GO:0032709	GO:0150149	negative regulation of interleukin-25 production	BP
GO:0032710	GO:0045534	negative regulation of interleukin-26 production	BP
GO:0032711	GO:0045535	negative regulation of interleukin-27 production	BP
GO:0032712	GO:0045400	negative regulation of interleukin-3 production	BP
GO:0032713	GO:0045403	negative regulation of interleukin-4 production	BP
GO:0032713	GO:0150134	negative regulation of interleukin-4 production	BP
GO:0032714	GO:0045406	negative regulation of interleukin-5 production	BP
GO:0032714	GO:2000663	negative regulation of interleukin-5 production	BP
GO:0032715	GO:0045409	negative regulation of interleukin-6 production	BP
GO:0032715	GO:1900165	negative regulation of interleukin-6 production	BP
GO:0032716	GO:0045412	negative regulation of interleukin-7 production	BP
GO:0032716	GO:0150113	negative regulation of interleukin-7 production	BP
GO:0032717	GO:0045415	negative regulation of interleukin-8 production	BP
GO:0032717	GO:2000483	negative regulation of interleukin-8 production	BP
GO:0032718	GO:0045418	negative regulation of interleukin-9 production	BP
GO:0032719	GO:0045555	negative regulation of TRAIL production	BP
GO:0032720	GO:0042536	negative regulation of tumor necrosis factor production	BP
GO:0032720	GO:1904468	negative regulation of tumor necrosis factor production	BP
GO:0032721	GO:0043018	negative regulation of lymphotoxin A production	BP
GO:0032722	GO:0045080	positive regulation of chemokine production	BP
GO:0032722	GO:0090197	positive regulation of chemokine production	BP
GO:0032723	GO:0045422	positive regulation of connective tissue growth factor production	BP
GO:0032725	GO:0045425	positive regulation of granulocyte macrophage colony-stimulating factor production	BP
GO:0032726	GO:0048177	positive regulation of hepatocyte growth factor production	BP
GO:0032727	GO:0045356	positive regulation of interferon-alpha production	BP
GO:0032727	GO:1902741	positive regulation of interferon-alpha production	BP
GO:0032728	GO:0035549	positive regulation of interferon-beta production	BP
GO:0032728	GO:0045359	positive regulation of interferon-beta production	BP
GO:0032729	GO:0045078	positive regulation of type II interferon production	BP
GO:0032729	GO:1902715	positive regulation of type II interferon production	BP
GO:0032730	GO:0050717	positive regulation of interleukin-1 alpha production	BP
GO:0032730	GO:0050726	positive regulation of interleukin-1 alpha production	BP
GO:0032731	GO:0050718	positive regulation of interleukin-1 beta production	BP
GO:0032731	GO:0050725	positive regulation of interleukin-1 beta production	BP
GO:0032732	GO:0045362	positive regulation of interleukin-1 production	BP
GO:0032732	GO:0050716	positive regulation of interleukin-1 production	BP
GO:0032733	GO:0045082	positive regulation of interleukin-10 production	BP
GO:0032733	GO:2001181	positive regulation of interleukin-10 production	BP
GO:0032734	GO:0045365	positive regulation of interleukin-11 production	BP
GO:0032734	GO:0150171	positive regulation of interleukin-11 production	BP
GO:0032735	GO:0045084	positive regulation of interleukin-12 production	BP
GO:0032735	GO:2001184	positive regulation of interleukin-12 production	BP
GO:0032736	GO:0045368	positive regulation of interleukin-13 production	BP
GO:0032736	GO:2000667	positive regulation of interleukin-13 production	BP
GO:0032738	GO:0045374	positive regulation of interleukin-15 production	BP
GO:0032739	GO:0045377	positive regulation of interleukin-16 production	BP
GO:0032740	GO:0045380	positive regulation of interleukin-17 production	BP
GO:0032740	GO:1905078	positive regulation of interleukin-17 production	BP
GO:0032741	GO:0045383	positive regulation of interleukin-18 production	BP
GO:0032741	GO:0150122	positive regulation of interleukin-18 production	BP
GO:0032742	GO:0045386	positive regulation of interleukin-19 production	BP
GO:0032743	GO:0045086	positive regulation of interleukin-2 production	BP
GO:0032743	GO:1900042	positive regulation of interleukin-2 production	BP
GO:0032744	GO:0045389	positive regulation of interleukin-20 production	BP
GO:0032745	GO:0045392	positive regulation of interleukin-21 production	BP
GO:0032746	GO:0045395	positive regulation of interleukin-22 production	BP
GO:0032747	GO:0045398	positive regulation of interleukin-23 production	BP
GO:0032748	GO:0045536	positive regulation of interleukin-24 production	BP
GO:0032749	GO:0045537	positive regulation of interleukin-25 production	BP
GO:0032749	GO:0150150	positive regulation of interleukin-25 production	BP
GO:0032750	GO:0045538	positive regulation of interleukin-26 production	BP
GO:0032751	GO:0045539	positive regulation of interleukin-27 production	BP
GO:0032752	GO:0045401	positive regulation of interleukin-3 production	BP
GO:0032753	GO:0045404	positive regulation of interleukin-4 production	BP
GO:0032753	GO:0150135	positive regulation of interleukin-4 production	BP
GO:0032754	GO:0045407	positive regulation of interleukin-5 production	BP
GO:0032754	GO:2000664	positive regulation of interleukin-5 production	BP
GO:0032755	GO:0045410	positive regulation of interleukin-6 production	BP
GO:0032755	GO:2000778	positive regulation of interleukin-6 production	BP
GO:0032756	GO:0045413	positive regulation of interleukin-7 production	BP
GO:0032756	GO:0150114	positive regulation of interleukin-7 production	BP
GO:0032757	GO:0045416	positive regulation of interleukin-8 production	BP
GO:0032757	GO:2000484	positive regulation of interleukin-8 production	BP
GO:0032758	GO:0045419	positive regulation of interleukin-9 production	BP
GO:0032759	GO:0045556	positive regulation of TRAIL production	BP
GO:0032760	GO:0042535	positive regulation of tumor necrosis factor production	BP
GO:0032760	GO:1904469	positive regulation of tumor necrosis factor production	BP
GO:0032761	GO:0043017	positive regulation of lymphotoxin A production	BP
GO:0032774	GO:0062103	RNA biosynthetic process	BP
GO:0032778	GO:0015632	P-type cobalt transporter activity	MF
GO:0032880	GO:1903827	regulation of protein localization	BP
GO:0032933	GO:0006994	SREBP signaling pathway	BP
GO:0032933	GO:0030967	SREBP signaling pathway	BP
GO:0032933	GO:0035104	SREBP signaling pathway	BP
GO:0032934	GO:0005498	sterol binding	MF
GO:0032955	GO:1901138	regulation of division septum assembly	BP
GO:0032955	GO:1902468	regulation of division septum assembly	BP
GO:0032968	GO:0090040	positive regulation of transcription elongation by RNA polymerase II	BP
GO:0032973	GO:0044746	amino acid export across plasma membrane	BP
GO:0032984	GO:0034623	protein-containing complex disassembly	BP
GO:0032984	GO:0043241	protein-containing complex disassembly	BP
GO:0032984	GO:0043624	protein-containing complex disassembly	BP
GO:0032991	GO:0043234	protein-containing complex	CC
GO:0033065	GO:0033062	Rad51C-XRCC3 complex	CC
GO:0033139	GO:1903261	regulation of peptidyl-serine phosphorylation of STAT protein	BP
GO:0033140	GO:1903262	negative regulation of peptidyl-serine phosphorylation of STAT protein	BP
GO:0033141	GO:1903263	positive regulation of peptidyl-serine phosphorylation of STAT protein	BP
GO:0033154	GO:0033155	ABC-type oligogalacturonide transporter activity	MF
GO:0033212	GO:0070627	iron import into cell	BP
GO:0033214	GO:0015688	siderophore-dependent iron import into cell	BP
GO:0033214	GO:0033213	siderophore-dependent iron import into cell	BP
GO:0033225	GO:0033224	ATPase-coupled 2-aminoethylphosphonate transporter activity	MF
GO:0033230	GO:0032519	ABC-type cysteine transporter activity	MF
GO:0033232	GO:0032521	ABC-type D-methionine transporter activity	MF
GO:0033232	GO:0032522	ABC-type D-methionine transporter activity	MF
GO:0033232	GO:0048474	ABC-type D-methionine transporter activity	MF
GO:0033232	GO:1901243	ABC-type D-methionine transporter activity	MF
GO:0033286	GO:0051471	ATPase-coupled ectoine transmembrane transporter activity	MF
GO:0033288	GO:0033287	ATPase-coupled hydroxyectoine transmembrane transporter activity	MF
GO:0033290	GO:0016283	eukaryotic 48S preinitiation complex	CC
GO:0033313	GO:0072411	meiotic cell cycle checkpoint signaling	BP
GO:0033314	GO:0031574	mitotic DNA replication checkpoint signaling	BP
GO:0033314	GO:0072443	mitotic DNA replication checkpoint signaling	BP
GO:0033314	GO:0072446	mitotic DNA replication checkpoint signaling	BP
GO:0033314	GO:0072459	mitotic DNA replication checkpoint signaling	BP
GO:0033315	GO:0072440	meiotic G2/MI DNA replication checkpoint signaling	BP
GO:0033316	GO:0072465	meiotic spindle assembly checkpoint signaling	BP
GO:0033553	GO:1902377	rDNA heterochromatin	CC
GO:0033588	GO:0033589	elongator holoenzyme complex	CC
GO:0033677	GO:0033680	DNA/RNA helicase activity	MF
GO:0033678	GO:0033682	5'-3' DNA/RNA helicase activity	MF
GO:0033679	GO:0033681	3'-5' DNA/RNA helicase activity	MF
GO:0033696	GO:0031454	heterochromatin boundary formation	BP
GO:0033698	GO:0000508	Rpd3L complex	CC
GO:0033735	GO:0106351	aspartate dehydrogenase activity	MF
GO:0033735	GO:0106352	aspartate dehydrogenase activity	MF
GO:0033743	GO:0000318	peptide-methionine (R)-S-oxide reductase activity	MF
GO:0033744	GO:0000317	L-methionine:thioredoxin-disulfide S-oxidoreductase activity	MF
GO:0033750	GO:0033753	ribosome localization	BP
GO:0033770	GO:0102604	2-hydroxyisoflavanone synthase activity	MF
GO:0033770	GO:0102668	2-hydroxyisoflavanone synthase activity	MF
GO:0033799	GO:0102437	myricetin 3'-O-methyltransferase activity	MF
GO:0033819	GO:0102555	lipoyl(octanoyl) transferase activity	MF
GO:0033857	GO:0102092	diphosphoinositol-pentakisphosphate kinase activity	MF
GO:0033877	GO:0018728	succinyl-CoA:(R)-benzylsuccinate CoA-transferase activity	MF
GO:0033981	GO:0030928	D-dopachrome decarboxylase activity	MF
GO:0034017	GO:0043832	trans-2-decenoyl-acyl-carrier-protein isomerase activity	MF
GO:0034067	GO:0000042	protein localization to Golgi apparatus	BP
GO:0034067	GO:0072600	protein localization to Golgi apparatus	BP
GO:0034080	GO:0034509	CENP-A containing chromatin assembly	BP
GO:0034080	GO:0061641	CENP-A containing chromatin assembly	BP
GO:0034220	GO:0099131	monoatomic ion transmembrane transport	BP
GO:0034243	GO:0090039	regulation of transcription elongation by RNA polymerase II	BP
GO:0034244	GO:0090041	negative regulation of transcription elongation by RNA polymerase II	BP
GO:0034246	GO:0000998	mitochondrial transcription factor activity	MF
GO:0034246	GO:0001142	mitochondrial transcription factor activity	MF
GO:0034246	GO:0001143	mitochondrial transcription factor activity	MF
GO:0034246	GO:0001144	mitochondrial transcription factor activity	MF
GO:0034260	GO:0034259	negative regulation of GTPase activity	BP
GO:0034260	GO:0034261	negative regulation of GTPase activity	BP
GO:0034260	GO:1902264	negative regulation of GTPase activity	BP
GO:0034260	GO:1902881	negative regulation of GTPase activity	BP
GO:0034343	GO:0072644	type III interferon production	BP
GO:0034458	GO:0034459	3'-5' RNA helicase activity	MF
GO:0034470	GO:0031050	ncRNA processing	BP
GO:0034504	GO:0044744	protein localization to nucleus	BP
GO:0034587	GO:1990511	piRNA processing	BP
GO:0034628	GO:0019355	'de novo' NAD biosynthetic process from aspartate	BP
GO:0034711	GO:0034712	inhibin binding	MF
GO:0034711	GO:0048186	inhibin binding	MF
GO:0034711	GO:0048187	inhibin binding	MF
GO:0034713	GO:0005103	type I transforming growth factor beta receptor binding	MF
GO:0034713	GO:0005116	type I transforming growth factor beta receptor binding	MF
GO:0034713	GO:0005120	type I transforming growth factor beta receptor binding	MF
GO:0034755	GO:0000040	iron ion transmembrane transport	BP
GO:0034755	GO:0006827	iron ion transmembrane transport	BP
GO:0034755	GO:0061839	iron ion transmembrane transport	BP
GO:0034755	GO:1903874	iron ion transmembrane transport	BP
GO:0034756	GO:1900390	regulation of iron ion transport	BP
GO:0034769	GO:0060881	basement membrane disassembly	BP
GO:0035082	GO:0035083	axoneme assembly	BP
GO:0035082	GO:0035084	axoneme assembly	BP
GO:0035092	GO:0035093	sperm DNA condensation	BP
GO:0035115	GO:0035117	embryonic forelimb morphogenesis	BP
GO:0035136	GO:0035140	forelimb morphogenesis	BP
GO:0035175	GO:0044021	histone H3S10 kinase activity	MF
GO:0035194	GO:0016246	regulatory ncRNA-mediated post-transcriptional gene silencing	BP
GO:0035196	GO:0030918	miRNA processing	BP
GO:0035354	GO:0038125	Toll-like receptor 1-Toll-like receptor 2 protein complex	CC
GO:0035355	GO:0038126	Toll-like receptor 2-Toll-like receptor 6 protein complex	CC
GO:0035429	GO:0015725	gluconate transmembrane transport	BP
GO:0035430	GO:0032893	regulation of gluconate transmembrane transport	BP
GO:0035431	GO:0032894	negative regulation of gluconate transmembrane transport	BP
GO:0035432	GO:0032895	positive regulation of gluconate transmembrane transport	BP
GO:0035434	GO:1901473	copper ion transmembrane transport	BP
GO:0035516	GO:0103051	broad specificity oxidative DNA demethylase activity	MF
GO:0035516	GO:0103052	broad specificity oxidative DNA demethylase activity	MF
GO:0035516	GO:0103053	broad specificity oxidative DNA demethylase activity	MF
GO:0035531	GO:0035534	regulation of chemokine (C-C motif) ligand 6 production	BP
GO:0035531	GO:0035535	regulation of chemokine (C-C motif) ligand 6 production	BP
GO:0035532	GO:0035536	negative regulation of chemokine (C-C motif) ligand 6 production	BP
GO:0035533	GO:0035537	positive regulation of chemokine (C-C motif) ligand 6 production	BP
GO:0035556	GO:0007242	intracellular signal transduction	BP
GO:0035556	GO:0007243	intracellular signal transduction	BP
GO:0035556	GO:0023013	intracellular signal transduction	BP
GO:0035556	GO:0023034	intracellular signal transduction	BP
GO:0035590	GO:0035587	purinergic nucleotide receptor signaling pathway	BP
GO:0035673	GO:0015198	oligopeptide transmembrane transporter activity	MF
GO:0035891	GO:0035890	exit from host cell	BP
GO:0035925	GO:0017091	mRNA 3'-UTR AU-rich region binding	MF
GO:0035973	GO:0035972	aggrephagy	BP
GO:0036064	GO:0005932	ciliary basal body	CC
GO:0036121	GO:0033676	double-stranded DNA helicase activity	MF
GO:0036140	GO:0102113	[protein]-asparagine 3-dioxygenase activity	MF
GO:0036209	GO:0102609	9beta-pimara-7,15-diene oxidase activity	MF
GO:0036211	GO:0006464	protein modification process	BP
GO:0036222	GO:0103024	XTP diphosphatase activity	MF
GO:0036349	GO:0098611	galactose-specific flocculation	BP
GO:0036350	GO:0098612	mannose-specific flocculation	BP
GO:0036376	GO:0071436	sodium ion export across plasma membrane	BP
GO:0036376	GO:0098667	sodium ion export across plasma membrane	BP
GO:0036424	GO:0004647	L-phosphoserine phosphatase activity	MF
GO:0036466	GO:0099090	synaptic vesicle recycling via endosome	BP
GO:0038004	GO:0038005	epidermal growth factor receptor ligand maturation	BP
GO:0038023	GO:0004872	signaling receptor activity	MF
GO:0038023	GO:0019041	signaling receptor activity	MF
GO:0038187	GO:0008329	pattern recognition receptor activity	MF
GO:0039520	GO:0075044	induction by virus of host autophagy	BP
GO:0039527	GO:0039547	symbiont-mediated suppression of host TRAF-mediated signal transduction	BP
GO:0039540	GO:0039538	symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of RIG-I activity	BP
GO:0039554	GO:0039539	symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of MDA-5 activity	BP
GO:0039576	GO:0039515	symbiont-mediated suppression of host JAK-STAT cascade via inhibition of JAK1 activity	BP
GO:0039602	GO:0039601	symbiont-mediated suppression of host transcription initiation from RNA polymerase II promoter	BP
GO:0039604	GO:0039599	symbiont-mediated suppression of host translation	BP
GO:0039604	GO:0039600	symbiont-mediated suppression of host translation	BP
GO:0039654	GO:0075501	fusion of virus membrane with host endosome membrane	BP
GO:0039654	GO:0075517	fusion of virus membrane with host endosome membrane	BP
GO:0039692	GO:0045090	single stranded viral RNA replication via double stranded DNA intermediate	BP
GO:0039693	GO:0039681	viral DNA genome replication	BP
GO:0040001	GO:0018986	establishment of mitotic spindle localization	BP
GO:0040001	GO:0030605	establishment of mitotic spindle localization	BP
GO:0040001	GO:0030606	establishment of mitotic spindle localization	BP
GO:0040001	GO:0030608	establishment of mitotic spindle localization	BP
GO:0040001	GO:0030610	establishment of mitotic spindle localization	BP
GO:0040007	GO:0048590	growth	BP
GO:0040021	GO:0042005	hermaphrodite germ-line sex determination	BP
GO:0042000	GO:0051808	translocation of peptides or proteins into host	BP
GO:0042001	GO:0042002	hermaphrodite somatic sex determination	BP
GO:0042025	GO:0033649	host cell nucleus	CC
GO:0042037	GO:0042260	peptidyl-histidine methylation, to form pros-methylhistidine	BP
GO:0042038	GO:0042261	peptidyl-histidine methylation, to form tele-methylhistidine	BP
GO:0042043	GO:0019963	neurexin family protein binding	MF
GO:0042070	GO:0048127	maintenance of oocyte nucleus location involved in oocyte dorsal/ventral axis specification	BP
GO:0042073	GO:0035734	intraciliary transport	BP
GO:0042078	GO:0048131	germ-line stem cell division	BP
GO:0042098	GO:0042111	T cell proliferation	BP
GO:0042100	GO:0042114	B cell proliferation	BP
GO:0042144	GO:0042145	vacuole fusion, non-autophagic	BP
GO:0042176	GO:1903362	regulation of protein catabolic process	BP
GO:0042176	GO:2000598	regulation of protein catabolic process	BP
GO:0042177	GO:1903363	negative regulation of protein catabolic process	BP
GO:0042177	GO:2000599	negative regulation of protein catabolic process	BP
GO:0042178	GO:0042737	xenobiotic catabolic process	BP
GO:0042178	GO:0042738	xenobiotic catabolic process	BP
GO:0042242	GO:0043775	cobyrinic acid a,c-diamide synthase activity	MF
GO:0042254	GO:0007046	ribosome biogenesis	BP
GO:0042255	GO:0042257	ribosome assembly	BP
GO:0042310	GO:0045908	vasoconstriction	BP
GO:0042311	GO:0045909	vasodilation	BP
GO:0042331	GO:0046953	phototaxis	BP
GO:0042332	GO:0048062	gravitaxis	BP
GO:0042430	GO:0042434	indole-containing compound metabolic process	BP
GO:0042442	GO:0042449	melatonin catabolic process	BP
GO:0042445	GO:0034754	hormone metabolic process	BP
GO:0042461	GO:0046531	photoreceptor cell development	BP
GO:0042463	GO:0001749	ocellus photoreceptor cell development	BP
GO:0042476	GO:0042477	odontogenesis	BP
GO:0042481	GO:0042484	regulation of odontogenesis	BP
GO:0042482	GO:0042485	positive regulation of odontogenesis	BP
GO:0042483	GO:0042486	negative regulation of odontogenesis	BP
GO:0042501	GO:0033136	serine phosphorylation of STAT protein	BP
GO:0042509	GO:0042510	regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042509	GO:0042513	regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042509	GO:0042516	regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042509	GO:0042519	regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042509	GO:0042522	regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042509	GO:0042525	regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042509	GO:0042528	regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042531	GO:0042511	positive regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042531	GO:0042515	positive regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042531	GO:0042517	positive regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042531	GO:0042520	positive regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042531	GO:0042523	positive regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042531	GO:0042526	positive regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042531	GO:0042529	positive regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042532	GO:0042512	negative regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042532	GO:0042514	negative regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042532	GO:0042518	negative regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042532	GO:0042521	negative regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042532	GO:0042524	negative regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042532	GO:0042527	negative regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042532	GO:0042530	negative regulation of tyrosine phosphorylation of STAT protein	BP
GO:0042540	GO:0020029	hemoglobin catabolic process	BP
GO:0042558	GO:0019721	pteridine-containing compound metabolic process	BP
GO:0042592	GO:0032844	homeostatic process	BP
GO:0042592	GO:0032845	homeostatic process	BP
GO:0042592	GO:0032846	homeostatic process	BP
GO:0042596	GO:0001663	fear response	BP
GO:0042597	GO:0005620	periplasmic space	CC
GO:0042603	GO:0030113	capsule	CC
GO:0042603	GO:0042604	capsule	CC
GO:0042605	GO:0042606	peptide antigen binding	MF
GO:0042605	GO:0042607	peptide antigen binding	MF
GO:0042617	GO:0042616	paclitaxel biosynthetic process	BP
GO:0042626	GO:0015405	ATPase-coupled transmembrane transporter activity	MF
GO:0042626	GO:0016820	ATPase-coupled transmembrane transporter activity	MF
GO:0042626	GO:0043492	ATPase-coupled transmembrane transporter activity	MF
GO:0042632	GO:2000188	cholesterol homeostasis	BP
GO:0042632	GO:2000189	cholesterol homeostasis	BP
GO:0042675	GO:0042674	compound eye cone cell differentiation	BP
GO:0042676	GO:0007466	compound eye cone cell fate commitment	BP
GO:0042679	GO:0042678	compound eye cone cell fate specification	BP
GO:0042680	GO:0042677	compound eye cone cell fate determination	BP
GO:0042682	GO:0042681	regulation of compound eye cone cell fate specification	BP
GO:0042683	GO:0010000	negative regulation of compound eye cone cell fate specification	BP
GO:0042729	GO:0043925	DASH complex	CC
GO:0042729	GO:0043926	DASH complex	CC
GO:0042742	GO:0009816	defense response to bacterium	BP
GO:0042742	GO:0042830	defense response to bacterium	BP
GO:0042770	GO:0006975	signal transduction in response to DNA damage	BP
GO:0042783	GO:0020012	evasion of host immune response	BP
GO:0042783	GO:0042782	evasion of host immune response	BP
GO:0042783	GO:0051805	evasion of host immune response	BP
GO:0042783	GO:0051809	evasion of host immune response	BP
GO:0042783	GO:0051810	evasion of host immune response	BP
GO:0042784	GO:0051811	symbiont-mediated suppression of host complement activation	BP
GO:0042805	GO:0051406	actinin binding	MF
GO:0042812	GO:0007327	pheromone catabolic process	BP
GO:0042812	GO:0046614	pheromone catabolic process	BP
GO:0042832	GO:0009818	defense response to protozoan	BP
GO:0042858	GO:0031183	chrysobactin biosynthetic process	BP
